,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
1957,Owais Shah,5,5,3,115,58,57.5,95,121.05,0,1,7,5,2010
1958,Brendon McCullum,5,5,1,114,57,28.5,110,103.63,0,1,14,2,2010
1959,Rajagopal Sathish,12,11,4,112,24,16.0,96,116.66,0,0,11,0,2010
1960,AB de Villiers,7,7,0,111,45,15.85,119,93.27,0,0,7,0,2010
1961,Paras Dogra,9,8,0,107,41,13.37,106,100.94,0,0,4,5,2010
1962,Harbhajan Singh,15,7,3,105,49,26.25,63,166.66,0,0,12,5,2010
1963,Brad Hodge,4,4,0,99,50,24.75,90,110.0,0,1,11,1,2010
1964,David Hussey,6,6,2,94,31,23.5,86,109.3,0,0,5,5,2010
1965,Ross Taylor,7,7,3,88,31,22.0,75,117.33,0,0,2,6,2010
1966,Kedar Jadhav,5,5,2,76,50,25.33,56,135.71,0,1,7,2,2010
1967,Parthiv Patel,4,4,0,72,57,18.0,79,91.13,0,1,6,2,2010
1968,Wriddhiman Saha,13,7,4,67,22,22.33,53,126.41,0,0,9,1,2010
1969,Ryan McLaren,10,7,4,66,40,22.0,69,95.65,0,0,7,0,2010
1970,Andrew McDonald,4,3,3,65,33,0.0,52,125.0,0,0,3,2,2010
1971,VVS Laxman,6,6,1,64,22,12.8,60,106.66,0,0,7,1,2010
1972,Anirudh Singh,5,4,0,63,40,15.75,66,95.45,0,0,6,1,2010
1973,Piyush Chawla,14,6,1,62,22,12.4,60,103.33,0,0,7,0,2010
1974,Dwayne Bravo,10,8,1,61,23,8.71,53,115.09,0,0,3,4,2010
1975,Abhishek Nayar,3,3,1,58,27,29.0,51,113.72,0,0,4,2,2010
1976,Abhishek Raut,6,5,3,56,32,28.0,48,116.66,0,0,3,3,2010
1977,Aditya Tare,7,4,0,50,23,12.5,36,138.88,0,0,5,3,2010
1978,Cameron White,7,5,3,48,21,24.0,33,145.45,0,0,3,3,2010
1979,Ryan Harris,8,5,1,45,15,11.25,39,115.38,0,0,2,2,2010
1980,Graeme Smith,2,2,0,44,26,22.0,39,112.82,0,0,7,0,2010
1981,Tillakaratne Dilshan,6,6,0,44,17,7.33,53,83.01,0,0,6,0,2010
1982,Adrian Barath,3,3,1,42,33,21.0,42,100.0,0,0,5,1,2010
1983,Ajit Agarkar,7,4,3,40,17,40.0,29,137.93,0,0,4,0,2010
1984,Amit Mishra,14,7,3,39,12,9.75,51,76.47,0,0,1,0,2010
1985,Michael Hussey,3,3,1,37,15,18.5,44,84.09,0,0,2,0,2010
1986,Laxmi Ratan Shukla,4,2,0,36,19,18.0,26,138.46,0,0,3,2,2010
1987,Bodapati Sumanth,5,4,3,35,16,35.0,37,94.59,0,0,3,0,2010
1988,Eoin Morgan,6,4,1,35,17,11.66,30,116.66,0,0,2,1,2010
1989,Aditya Dole,3,2,0,34,30,17.0,22,154.54,0,0,3,1,2010
1990,Venugopal Rao,6,5,1,34,24,8.5,43,79.06,0,0,3,1,2010
1991,Daniel Vettori,3,3,2,33,19,33.0,27,122.22,0,0,4,0,2010
1992,Sanath Jayasuriya,4,4,0,33,23,8.25,31,106.45,0,0,4,1,2010
1993,MF Maharoof,7,4,1,31,28,10.33,23,134.78,0,0,2,2,2010
1994,Chaminda Vaas,6,5,1,30,16,7.5,34,88.23,0,0,1,1,2010
1995,Ravichandran Ashwin,12,6,2,30,11,7.5,40,75.0,0,0,2,0,2010
1996,Rahul Sharma,6,4,1,29,14,9.66,26,111.53,0,0,3,1,2010
1997,Mitchell Marsh,3,2,0,28,15,14.0,30,93.33,0,0,1,1,2010
1998,Mohammad Kaif,4,3,0,28,14,9.33,30,93.33,0,0,2,0,2010
1999,Sridharan Sriram,1,1,0,27,27,27.0,29,93.1,0,0,3,0,2010
2000,Shanthakumaran Sreesanth,6,3,3,27,15,0.0,21,128.57,0,0,5,0,2010
2001,Vinay Kumar,14,5,1,27,10,6.75,32,84.37,0,0,1,0,2010
2002,JM Kemp,5,2,0,26,22,13.0,24,108.33,0,0,1,1,2010
2003,Rajat Bhatia,5,3,0,24,21,8.0,17,141.17,0,0,1,2,2010
2004,Zaheer Khan,14,4,3,24,23,24.0,13,184.61,0,0,3,1,2010
2005,Ashish Nehra,4,2,1,23,22,23.0,20,115.0,0,0,2,1,2010
2006,Dwayne Smith,3,3,1,22,13,11.0,25,88.0,0,0,1,1,2010
2007,Murali Kartik,10,2,0,22,21,11.0,22,100.0,0,0,2,0,2010
2008,Aaron Finch,1,1,0,21,21,21.0,21,100.0,0,0,0,1,2010
2009,Siddharth Trivedi,11,4,2,20,9,10.0,14,142.85,0,0,3,1,2010
2010,Damien Martyn,1,1,0,19,19,19.0,24,79.16,0,0,1,0,2010
2011,George Bailey,1,1,0,18,18,18.0,27,66.66,0,0,2,0,2010
2012,Karan Goel,6,2,1,18,17,18.0,20,90.0,0,0,1,1,2010
2013,Lakshmipathy Balaji,7,3,1,18,15,9.0,20,90.0,0,0,1,1,2010
2014,Doug Bollinger,8,2,2,18,16,0.0,17,105.88,0,0,1,1,2010
2015,Chandan Madan,1,1,0,15,15,15.0,19,78.94,0,0,3,0,2010
2016,Sumit Narwal,5,3,1,14,12,7.0,12,116.66,0,0,2,0,2010
2017,Mark Boucher,5,2,1,13,11,13.0,10,130.0,0,0,0,1,2010
2018,Dale Steyn,15,4,0,13,8,3.25,17,76.47,0,0,2,0,2010
2019,Dimitri Mascarenhas,2,2,1,12,9,12.0,10,120.0,0,0,0,0,2010
2020,Shaun Tait,8,2,1,12,11,12.0,13,92.3,0,0,0,1,2010
2021,Moises Henriques,1,1,0,11,11,11.0,5,220.0,0,0,2,0,2010
2022,Brett Lee,4,3,2,11,7,11.0,9,122.22,0,0,1,0,2010
2023,Kemar Roach,2,1,0,10,10,10.0,9,111.11,0,0,1,0,2010
2024,Thilan Thushara,4,2,1,10,8,10.0,11,90.9,0,0,0,0,2010
2025,Pradeep Sangwan,8,2,1,10,6,10.0,14,71.42,0,0,0,0,2010
2026,Shane Warne,14,7,2,10,4,2.0,19,52.63,0,0,0,0,2010
2027,Morne Morkel,2,2,1,9,7,9.0,16,56.25,0,0,1,0,2010
2028,Bipul Sharma,5,2,2,9,8,0.0,7,128.57,0,0,1,0,2010
2029,RP Singh,12,5,3,9,4,4.5,19,47.36,0,0,0,0,2010
2030,Shreevats Goswami,1,1,0,8,8,8.0,10,80.0,0,0,2,0,2010
2031,Stuart Binny,1,1,0,8,8,8.0,5,160.0,0,0,1,0,2010
2032,Jaskaran Singh,6,4,3,8,4,8.0,11,72.72,0,0,0,0,2010
2033,Vikramjeet Malik,3,1,0,6,6,6.0,5,120.0,0,0,1,0,2010
2034,Ishant Sharma,7,2,1,6,6,6.0,17,35.29,0,0,0,0,2010
2035,Anil Kumble,16,5,5,6,2,0.0,11,54.54,0,0,0,0,2010
2036,Abhimanyu Mithun,1,1,0,5,5,5.0,4,125.0,0,0,1,0,2010
2037,Swapnil Asnodkar,2,2,0,5,5,2.5,4,125.0,0,0,1,0,2010
2038,Ramesh Powar,7,2,1,5,3,5.0,8,62.5,0,0,0,0,2010
2039,Amit Uniyal,2,2,1,4,4,4.0,7,57.14,0,0,0,0,2010
2040,Reetinder Sodhi,3,1,1,4,4,0.0,2,200.0,0,0,1,0,2010
2041,Munaf Patel,4,2,1,4,4,4.0,5,80.0,0,0,0,0,2010
2042,Dirk Nannes,9,2,1,4,3,4.0,13,30.76,0,0,0,0,2010
2043,Praveen Kumar,12,4,2,4,3,2.0,8,50.0,0,0,0,0,2010
2044,Arun Karthik,1,1,1,3,3,0.0,5,60.0,0,0,0,0,2010
2045,Sudeep Tyagi,6,1,1,3,3,0.0,4,75.0,0,0,0,0,2010
2046,Umesh Yadav,7,1,1,3,3,0.0,4,75.0,0,0,0,0,2010
2047,Pragyan Ojha,16,6,3,3,2,1.0,8,37.5,0,0,0,0,2010
2048,Azhar Bilakhia,1,1,0,2,2,2.0,4,50.0,0,0,0,0,2010
2049,KP Appanna,2,2,1,2,1,2.0,3,66.66,0,0,0,0,2010
2050,Rohan Gavaskar,2,1,0,2,2,2.0,8,25.0,0,0,0,0,2010
2051,Manpreet Gony,3,1,0,2,2,2.0,6,33.33,0,0,0,0,2010
2052,Dilhara Fernando,5,1,1,2,2,0.0,2,100.0,0,0,0,0,2010
2053,Juan Theron,7,2,0,2,2,1.0,5,40.0,0,0,0,0,2010
2054,Roelof van der Merwe,1,1,0,1,1,1.0,2,50.0,0,0,0,0,2010
2055,Ajantha Mendis,2,1,1,1,1,0.0,1,100.0,0,0,0,0,2010
2056,Pankaj Singh,2,1,0,1,1,1.0,2,50.0,0,0,0,0,2010
2057,Shalabh Srivastava,8,2,1,1,1,1.0,2,50.0,0,0,0,0,2010
2058,Shane Bond,8,1,0,1,1,1.0,2,50.0,0,0,0,0,2010
2059,Muttiah Muralitharan,12,1,0,1,1,1.0,2,50.0,0,0,0,0,2010
2060,Lasith Malinga,13,2,2,1,1,0.0,1,100.0,0,0,0,0,2010
2061,Matthew Hayden,12,12,1,572,89,52.0,395,144.81,0,5,60,22,2009
2062,Adam Gilchrist,16,16,0,495,85,30.93,325,152.3,0,3,54,29,2009
2063,Suresh Raina,14,14,0,434,98,31.0,308,140.9,0,2,37,21,2009
2064,JP Duminy,13,12,3,372,62,41.33,325,114.46,0,5,26,11,2009
2065,Herschelle Gibbs,14,14,3,371,69,33.72,331,112.08,0,4,32,12,2009
2066,Brad Hodge,12,12,3,365,73,40.55,310,117.74,0,3,34,9,2009
2067,Sachin Tendulkar,13,13,2,364,68,33.09,303,120.13,0,2,39,10,2009
2068,Rohit Sharma,16,16,3,362,52,27.84,315,114.92,0,1,22,18,2009
2069,Jacques Kallis,15,15,2,361,69,27.76,332,108.73,0,3,37,8,2009
2070,Yuvraj Singh,14,14,2,340,58,28.33,294,115.64,0,2,25,16,2009
2071,Kumar Sangakkara,14,13,2,332,60,30.18,324,102.46,0,2,29,5,2009
2072,MS Dhoni,14,13,5,332,58,41.5,261,127.2,0,2,22,9,2009
2073,Ravindra Jadeja,13,13,2,295,42,26.81,266,110.9,0,0,21,6,2009
2074,Brendon McCullum,13,13,1,285,84,23.75,239,119.24,0,2,27,12,2009
2075,Ross Taylor,11,11,2,280,81,31.11,208,134.61,0,1,20,15,2009
2076,Rahul Dravid,13,12,0,271,66,22.58,234,115.81,0,1,28,3,2009
2077,Andrew Symonds,8,8,1,249,60,35.57,166,150.0,0,1,15,11,2009
2078,Virat Kohli,16,13,2,246,50,22.36,219,112.32,0,1,22,8,2009
2079,Yusuf Pathan,13,13,1,243,62,20.25,183,132.78,0,1,24,12,2009
2080,Tirumalasetti Suman,12,12,2,237,41,23.7,190,124.73,0,0,18,8,2009
2081,Sanath Jayasuriya,12,12,0,221,52,18.41,192,115.1,0,2,23,7,2009
2082,Mahela Jayawardena,10,10,4,219,52,36.5,165,132.72,0,1,17,7,2009
2083,Dwayne Bravo,11,10,2,218,70,27.25,203,107.38,0,2,15,8,2009
2084,Dwayne Smith,8,8,0,215,49,26.87,132,162.87,0,0,12,15,2009
2085,Graeme Smith,12,12,1,212,77,19.27,216,98.14,0,1,27,1,2009
2086,Irfan Pathan,14,12,2,196,39,19.6,158,124.05,0,0,17,6,2009
2087,Abhishek Nayar,13,11,2,193,35,21.44,152,126.97,0,0,14,7,2009
2088,Sourav Ganguly,13,11,0,189,46,17.18,207,91.3,0,0,13,6,2009
2089,Subramaniam Badrinath,14,11,2,177,59,19.66,164,107.92,0,1,20,4,2009
2090,Robin Uthappa,15,13,2,175,66,15.9,170,102.94,0,1,18,3,2009
2091,Chris Gayle,7,7,1,171,44,28.5,143,119.58,0,0,15,10,2009
2092,Manish Pandey,5,4,2,168,114,84.0,118,142.37,1,0,17,4,2009
2093,Naman Ojha,8,8,1,168,68,24.0,144,116.66,0,2,11,11,2009
2094,Mark Boucher,12,9,4,150,48,30.0,116,129.31,0,0,8,6,2009
2095,Simon Katich,9,9,0,145,50,16.11,117,123.93,0,1,15,6,2009
2096,Ajinkya Rahane,8,7,1,144,62,24.0,123,117.07,0,2,12,3,2009
2097,Parthiv Patel,9,9,0,142,36,15.77,126,112.69,0,0,19,2,2009
2098,Ravi Bopara,5,5,0,138,84,27.6,119,115.96,0,1,8,7,2009
2099,Karan Goel,9,9,1,124,38,15.5,133,93.23,0,0,9,4,2009
2100,Venugopal Rao,16,13,2,124,32,11.27,114,108.77,0,0,6,3,2009
2101,Roelof van der Merwe,10,8,0,122,35,15.25,98,124.48,0,0,8,8,2009
2102,Sunny Sohal,8,8,0,115,43,14.37,93,123.65,0,0,9,8,2009
2103,Shane Warne,13,11,3,108,34,13.5,116,93.1,0,0,6,4,2009
2104,Rob Quiney,7,7,0,103,51,14.71,102,100.98,0,1,12,3,2009
2105,David Hussey,4,4,0,98,43,24.5,59,166.1,0,0,7,6,2009
2106,Swapnil Asnodkar,8,8,0,98,44,12.25,93,105.37,0,0,11,4,2009
2107,Albie Morkel,12,10,6,97,21,24.25,70,138.57,0,0,8,4,2009
2108,Kevin Pietersen,6,6,0,93,37,15.5,85,109.41,0,0,8,2,2009
2109,Jacob Oram,11,8,2,88,41,14.66,93,94.62,0,0,5,4,2009
2110,Harbhajan Singh,13,10,2,84,20,10.5,53,158.49,0,0,6,5,2009
2111,Laxmi Ratan Shukla,9,6,1,83,48,16.6,85,97.64,0,0,5,3,2009
2112,Lee Carseldine,5,5,1,81,39,20.25,68,119.11,0,0,11,0,2009
2113,Abhishek Raut,9,7,3,78,36,19.5,61,127.86,0,0,5,3,2009
2114,Wriddhiman Saha,8,7,4,72,25,24.0,41,175.6,0,0,3,4,2009
2115,Azhar Bilakhia,6,6,2,67,22,16.75,81,82.71,0,0,5,0,2009
2116,Ajit Agarkar,11,7,5,66,39,33.0,57,115.78,0,0,3,3,2009
2117,Dwaraka Ravi Teja,9,6,3,65,27,21.66,70,92.85,0,0,7,0,2009
2118,Praveen Kumar,13,8,3,65,14,13.0,46,141.3,0,0,1,6,2009
2119,Andrew Flintoff,3,3,1,62,24,31.0,53,116.98,0,0,5,2,2009
2120,Murali Vijay,4,4,0,60,31,15.0,67,89.55,0,0,4,2,2009
2121,Jesse Ryder,5,5,0,56,32,11.2,49,114.28,0,0,9,0,2009
2122,Shreevats Goswami,2,2,0,53,43,26.5,60,88.33,0,0,6,0,2009
2123,Pinal Shah,9,5,2,53,29,17.66,51,103.92,0,0,4,2,2009
2124,Johan Botha,3,3,1,47,37,23.5,40,117.5,0,0,5,0,2009
2125,Yashpal Singh,8,4,0,47,20,11.75,66,71.21,0,0,5,0,2009
2126,Vinay Kumar,11,8,3,47,12,9.4,44,106.81,0,0,4,1,2009
2127,George Bailey,3,2,0,45,30,22.5,39,115.38,0,0,7,0,2009
2128,Luke Pomersbach,4,4,0,41,26,10.25,49,83.67,0,0,3,1,2009
2129,Shikhar Dhawan,5,4,0,40,22,10.0,45,88.88,0,0,3,0,2009
2130,Dimitri Mascarenhas,5,4,0,39,27,9.75,39,100.0,0,0,4,0,2009
2131,Moises Henriques,4,3,1,38,30,19.0,40,95.0,0,0,2,1,2009
2132,Munaf Patel,11,5,2,33,23,11.0,26,126.92,0,0,5,0,2009
2133,Piyush Chawla,14,10,5,31,8,6.2,36,86.11,0,0,3,0,2009
2134,Chaminda Vaas,2,2,1,30,20,30.0,21,142.85,0,0,1,1,2009
2135,Wilkin Mota,8,6,1,30,12,6.0,48,62.5,0,0,0,0,2009
2136,Brett Lee,5,4,2,28,14,14.0,34,82.35,0,0,2,1,2009
2137,Amit Mishra,11,5,2,26,13,8.66,20,130.0,0,0,2,2,2009
2138,Ramesh Powar,9,4,3,23,10,23.0,22,104.54,0,0,2,0,2009
2139,Ryan Harris,8,5,4,21,9,21.0,18,116.66,0,0,0,0,2009
2140,Murali Kartik,10,2,2,21,11,0.0,20,105.0,0,0,0,0,2009
2141,Joginder Sharma,4,2,1,20,16,20.0,18,111.11,0,0,0,1,2009
2142,Shadab Jakati,9,2,1,20,13,20.0,15,133.33,0,0,3,0,2009
2143,Rajesh Bishnoi,3,3,0,19,18,6.33,17,111.76,0,0,1,2,2009
2144,VVS Laxman,5,5,0,19,10,3.8,33,57.57,0,0,1,1,2009
2145,Niraj Patel,4,2,0,18,14,9.0,38,47.36,0,0,1,0,2009
2146,Balachandra Akhil,6,3,1,17,9,8.5,15,113.33,0,0,1,1,2009
2147,Angelo Mathews,1,1,0,16,16,16.0,13,123.07,0,0,2,0,2009
2148,Mahesh Rawat,5,3,3,16,8,0.0,19,84.21,0,0,1,0,2009
2149,Ishant Sharma,11,3,1,16,9,8.0,13,123.07,0,0,1,1,2009
2150,Anil Kumble,16,7,6,16,7,16.0,19,84.21,0,0,2,0,2009
2151,Graham Napier,1,1,0,15,15,15.0,16,93.75,0,0,1,0,2009
2152,Wasim Jaffer,2,2,0,15,8,7.5,17,88.23,0,0,2,0,2009
2153,Scott Styris,2,1,0,14,14,14.0,8,175.0,0,0,0,1,2009
2154,Saurabh Tiwary,4,3,2,13,6,13.0,12,108.33,0,0,0,0,2009
2155,Manpreet Gony,7,3,1,13,7,6.5,7,185.71,0,0,0,2,2009
2156,Rohan Raje,4,2,1,12,11,12.0,9,133.33,0,0,0,1,2009
2157,Aakash Chopra,2,1,0,11,11,11.0,19,57.89,0,0,2,0,2009
2158,Tyron Henderson,2,2,0,11,11,5.5,16,68.75,0,0,0,1,2009
2159,Dillon du Preez,2,1,0,10,10,10.0,13,76.92,0,0,0,0,2009
2160,Shane Harwood,3,2,2,9,6,0.0,14,64.28,0,0,0,0,2009
2161,Siddharth Trivedi,7,3,1,9,6,4.5,18,50.0,0,0,0,0,2009
2162,Dhawal Kulkarni,8,4,2,9,7,4.5,17,52.94,0,0,0,0,2009
2163,Morne Morkel,2,1,0,8,8,8.0,8,100.0,0,0,1,0,2009
2164,Ravichandran Ashwin,2,1,0,8,8,8.0,15,53.33,0,0,1,0,2009
2165,Zaheer Khan,6,4,3,8,4,8.0,11,72.72,0,0,0,0,2009
2166,Muttiah Muralitharan,13,4,2,8,4,4.0,8,100.0,0,0,1,0,2009
2167,RP Singh,16,6,2,8,4,2.0,17,47.05,0,0,0,0,2009
2168,Arindam Ghosh,2,2,0,7,7,3.5,8,87.5,0,0,1,0,2009
2169,Siddharth Chitnis,1,1,0,6,6,6.0,8,75.0,0,0,1,0,2009
2170,Paul Valthaty,2,2,0,6,5,3.0,12,50.0,0,0,1,0,2009
2171,Shoaib Shaikh,2,1,0,6,6,6.0,7,85.71,0,0,1,0,2009
2172,Shanthakumaran Sreesanth,7,2,2,5,4,0.0,18,27.77,0,0,1,0,2009
2173,Lakshmipathy Balaji,13,4,1,4,2,1.33,10,40.0,0,0,0,0,2009
2174,Kamran Khan,5,1,0,3,3,3.0,5,60.0,0,0,0,0,2009
2175,Mashrafe Mortaza,1,1,1,2,2,0.0,2,100.0,0,0,0,0,2009
2176,Mohammad Ashraful,1,1,0,2,2,2.0,10,20.0,0,0,0,0,2009
2177,Thilan Thushara,2,2,1,2,1,2.0,7,28.57,0,0,0,0,2009
2178,Ashok Dinda,9,2,0,2,2,1.0,3,66.66,0,0,0,0,2009
2179,Taruwar Kohli,2,2,1,1,1,1.0,4,25.0,0,0,0,0,2009
2180,Pankaj Singh,3,2,1,1,1,1.0,2,50.0,0,0,0,0,2009
2181,Amit Singh,5,2,1,1,1,1.0,3,33.33,0,0,0,0,2009
2182,Shoaib Ahmed,7,3,1,1,1,0.5,6,16.66,0,0,0,0,2009
2183,Pragyan Ojha,15,4,1,1,1,0.33,7,14.28,0,0,0,0,2009
2184,Luke Ronchi,1,1,0,0,0,0.0,2,0.0,0,0,0,0,2009
2185,Tanmay Srivastava,2,1,1,0,0,0.0,1,0.0,0,0,0,0,2009
2186,Chetanya Nanda,3,1,0,0,0,0.0,1,0.0,0,0,0,0,2009
2187,Dale Steyn,3,2,1,0,0,0.0,3,0.0,0,0,0,0,2009
2188,Ajantha Mendis,4,1,0,0,0,0.0,1,0.0,0,0,0,0,2009
2189,KP Appanna,5,1,1,0,0,0.0,1,0.0,0,0,0,0,2009
2190,Lasith Malinga,13,3,1,0,0,0.0,1,0.0,0,0,0,0,2009
2191,Shaun Marsh,11,11,2,616,115,68.44,441,139.68,1,5,59,26,2008
2192,Gautam Gambhir,14,14,1,534,86,41.07,379,140.89,0,5,68,8,2008
2193,Sanath Jayasuriya,14,14,2,518,114,43.16,309,167.63,1,2,58,31,2008
2194,Shane Watson,15,15,5,472,76,47.2,311,151.76,0,4,47,19,2008
2195,Graeme Smith,11,11,2,441,91,49.0,362,121.82,0,3,54,8,2008
2196,Adam Gilchrist,14,14,1,436,109,33.53,318,137.1,1,3,51,19,2008
2197,Yusuf Pathan,16,15,1,435,68,31.07,243,179.01,0,4,43,25,2008
2198,Suresh Raina,16,14,3,421,55,38.27,296,142.22,0,3,35,18,2008
2199,MS Dhoni,16,14,4,414,65,41.4,310,133.54,0,2,38,15,2008
2200,Virender Sehwag,14,14,2,406,94,33.83,220,184.54,0,3,46,21,2008
2201,Rohit Sharma,13,12,1,404,76,36.72,273,147.98,0,4,38,19,2008
2202,Rahul Dravid,14,14,1,371,75,28.53,298,124.49,0,2,35,11,2008
2203,Sourav Ganguly,13,13,1,349,91,29.08,307,113.68,0,3,33,15,2008
2204,Shikhar Dhawan,14,14,5,340,68,37.77,295,115.25,0,4,35,8,2008
2205,Kumar Sangakkara,10,9,0,320,94,35.55,198,161.61,0,4,41,8,2008
2206,Robin Uthappa,14,14,5,320,48,35.55,279,114.69,0,0,34,9,2008
2207,David Hussey,13,13,2,319,71,29.0,259,123.16,0,2,19,17,2008
2208,Swapnil Asnodkar,9,9,0,311,60,34.55,233,133.47,0,2,43,6,2008
2209,Parthiv Patel,13,13,2,302,54,27.45,297,101.68,0,2,42,3,2008
2210,Yuvraj Singh,15,14,1,299,57,23.0,184,162.5,0,1,24,19,2008
2211,Venugopal Rao,11,10,2,288,71,36.0,210,137.14,0,2,22,15,2008
2212,Albie Morkel,13,10,3,241,71,34.42,163,147.85,0,1,18,14,2008
2213,Mark Boucher,10,10,3,225,50,32.14,177,127.11,0,1,24,6,2008
2214,James Hopes,11,11,0,221,71,20.09,148,149.32,0,2,27,8,2008
2215,Abhishek Nayar,14,10,2,206,45,25.75,138,149.27,0,0,16,9,2008
2216,Jacques Kallis,11,11,0,199,54,18.09,183,108.74,0,1,23,4,2008
2217,Stephen Fleming,10,10,1,196,45,21.77,164,119.51,0,0,27,3,2008
2218,Salman Butt,7,7,0,193,73,27.57,161,119.87,0,1,30,2,2008
2219,Subramaniam Badrinath,16,11,5,192,64,32.0,130,147.69,0,2,21,8,2008
2220,Matthew Hayden,4,4,1,189,81,63.0,131,144.27,0,2,24,6,2008
2221,Brendon McCullum,4,4,1,188,158,62.66,92,204.34,1,0,13,15,2008
2222,Sachin Tendulkar,7,7,1,188,65,31.33,177,106.21,0,1,26,2,2008
2223,Mahela Jayawardena,13,12,5,179,45,25.57,131,136.64,0,0,15,7,2008
2224,Dwayne Bravo,9,7,1,178,64,29.66,134,132.83,0,1,19,5,2008
2225,Mohammad Kaif,16,14,3,176,34,16.0,171,102.92,0,0,14,6,2008
2226,Michael Hussey,4,3,1,168,116,84.0,100,168.0,1,0,12,11,2008
2227,Herschelle Gibbs,9,9,0,167,47,18.55,153,109.15,0,0,17,8,2008
2228,Virat Kohli,13,12,1,165,38,15.0,157,105.09,0,0,18,4,2008
2229,Laxmi Ratan Shukla,13,12,4,163,42,20.37,122,133.6,0,0,17,5,2008
2230,Andrew Symonds,4,3,1,161,117,80.5,105,153.33,1,0,15,9,2008
2231,Wriddhiman Saha,12,10,5,159,59,31.8,119,133.61,0,1,12,7,2008
2232,VVS Laxman,6,6,1,155,52,31.0,132,117.42,0,1,22,1,2008
2233,Luke Pomersbach,5,5,4,152,79,152.0,99,153.53,0,1,13,9,2008
2234,Ross Taylor,4,4,0,149,53,37.25,81,183.95,0,1,13,10,2008
2235,Shaun Pollock,13,8,0,147,33,18.37,111,132.43,0,0,12,8,2008
2236,Vidyut Sivaramakrishnan,9,8,0,145,54,18.12,109,133.02,0,1,21,3,2008
2237,Dinesh Karthik,13,8,2,145,56,24.16,107,135.51,0,1,13,4,2008
2238,Ravindra Jadeja,14,9,2,135,36,19.28,103,131.06,0,0,11,6,2008
2239,Irfan Pathan,14,10,4,131,40,21.83,116,112.93,0,0,9,6,2008
2240,Kamran Akmal,6,6,1,128,53,25.6,78,164.1,0,1,13,8,2008
2241,MF Maharoof,10,8,2,125,39,20.83,79,158.22,0,0,10,7,2008
2242,Misbah-ul-Haq,8,8,1,117,47,16.71,81,144.44,0,0,10,6,2008
2243,Wasim Jaffer,6,6,0,115,50,19.16,104,110.57,0,1,12,3,2008
2244,Cameron White,8,8,1,114,31,16.28,102,111.76,0,0,8,4,2008
2245,Scott Styris,8,8,2,112,36,18.66,123,91.05,0,0,9,2,2008
2246,Praveen Kumar,13,12,2,112,34,11.2,98,114.28,0,0,10,6,2008
2247,Dwaraka Ravi Teja,7,6,0,109,40,18.16,82,132.92,0,0,10,5,2008
2248,Tillakaratne Dilshan,7,7,1,104,33,17.33,79,131.64,0,0,14,3,2008
2249,Manoj Tiwary,9,7,3,104,39,26.0,85,122.35,0,0,16,0,2008
2250,Niraj Patel,5,4,2,103,57,51.5,81,127.16,0,1,13,1,2008
2251,Debabrata Das,6,6,0,103,31,17.16,94,109.57,0,0,9,5,2008
2252,Simon Katich,2,2,1,96,75,96.0,69,139.13,0,1,11,2,2008
2253,AB de Villiers,6,6,1,95,26,19.0,98,96.93,0,0,5,1,2008
2254,Piyush Chawla,15,7,3,90,24,22.5,59,152.54,0,0,10,3,2008
2255,Shreevats Goswami,4,3,0,82,52,27.33,85,96.47,0,1,9,1,2008
2256,Shahid Afridi,10,9,1,81,33,10.12,46,176.08,0,0,7,6,2008
2257,Karan Goel,7,6,0,76,26,12.66,78,97.43,0,0,7,4,2008
2258,Ramnaresh Sarwan,4,4,0,73,31,18.25,75,97.33,0,0,6,1,2008
2259,Shane Warne,15,7,2,70,22,14.0,59,118.64,0,0,7,2,2008
2260,Ajit Agarkar,9,6,1,54,20,10.8,46,117.39,0,0,5,2,2008
2261,Shoaib Malik,7,5,1,52,24,13.0,47,110.63,0,0,5,0,2008
2262,Arjun Yadav,8,6,1,49,16,9.8,39,125.64,0,0,5,2,2008
2263,Sanjay Bangar,11,7,1,47,17,7.83,49,95.91,0,0,1,3,2008
2264,Balachandra Akhil,7,7,4,46,27,15.33,31,148.38,0,0,4,3,2008
2265,Dwayne Smith,4,3,0,45,20,15.0,40,112.5,0,0,5,1,2008
2266,Aakash Chopra,5,5,0,42,24,8.4,52,80.76,0,0,5,0,2008
2267,LPC Silva,3,3,1,40,23,20.0,26,153.84,0,0,5,1,2008
2268,Ricky Ponting,4,4,0,39,20,9.75,53,73.58,0,0,2,1,2008
2269,Dominic Thornely,6,4,2,39,30,19.5,53,73.58,0,0,2,2,2008
2270,Umar Gul,6,4,1,39,24,13.0,19,205.26,0,0,1,5,2008
2271,Amit Mishra,6,3,0,37,31,12.33,42,88.09,0,0,3,0,2008
2272,Sohail Tanvir,11,5,2,36,13,12.0,29,124.13,0,0,3,1,2008
2273,Manpreet Gony,16,5,4,35,15,35.0,23,152.17,0,0,2,3,2008
2274,Luke Ronchi,4,4,0,34,13,8.5,32,106.25,0,0,6,1,2008
2275,Pinal Shah,5,4,0,34,19,8.5,35,97.14,0,0,4,0,2008
2276,Rajat Bhatia,9,3,1,34,17,17.0,28,121.42,0,0,2,2,2008
2277,Mahesh Rawat,11,7,3,34,23,8.5,39,87.17,0,0,3,1,2008
2278,Zaheer Khan,11,8,4,34,17,8.5,43,79.06,0,0,4,0,2008
